iter	Accuracy	MultiClass
886	0.7689692461	0.6363836671
887	0.7690755371	0.6363602743
888	0.7691640447	0.6363149371
889	0.7690783078	0.6360525962
890	0.7691140209	0.6359993347
891	0.7692592672	0.6359470457
892	0.7691490421	0.6358959072
893	0.7691299387	0.6358176188
894	0.769288943	0.6357691147
895	0.7694115385	0.6357008199
896	0.7694704086	0.6356466141
897	0.7695070953	0.6355647367
898	0.7696537908	0.6354503284
899	0.7696399414	0.6354181913
900	0.7697579794	0.6353345872
901	0.7697204589	0.6351503494
902	0.7696697339	0.6350805926
903	0.7698157976	0.6350526117
904	0.7699551449	0.634948681
905	0.7699799607	0.6348153639
906	0.7698638642	0.6346877487
907	0.7698092833	0.6346111523
908	0.7697374468	0.6345168826
909	0.7698159796	0.6344539366
910	0.7697799648	0.6343452237
911	0.7697889413	0.6342892755
912	0.7699649036	0.6340505858
913	0.7698989217	0.6339799628
914	0.7699331377	0.6338987824
915	0.7701094754	0.6338126482
916	0.7701433001	0.6337452598
917	0.7703260597	0.6335400508
918	0.7703219419	0.6335176732
919	0.7703249395	0.633309583
920	0.7703639765	0.6331023286
921	0.7703954249	0.6330256321
922	0.7704816846	0.6328492503
923	0.7704617482	0.6327933435
924	0.7704695682	0.6327035182
925	0.770462944	0.6326381239
926	0.7705789919	0.6325996748
927	0.7706500548	0.6323664599
928	0.770625226	0.632332439
929	0.7706867146	0.6322921675
930	0.7706737803	0.6322412999
931	0.7707461531	0.6321792298
932	0.7707086818	0.6320734647
933	0.7708957728	0.6320232604
934	0.7709075632	0.6319483659
935	0.7709338107	0.6318657893
936	0.7709398079	0.631825352
937	0.7710367247	0.6317992755
938	0.7709486425	0.6317596173
939	0.7710792515	0.6317223296
940	0.7709869689	0.6316337314
941	0.7709525674	0.6315843595
942	0.7708639544	0.6315128364
943	0.7709321382	0.6314538622
944	0.7708467099	0.6314236161
945	0.770759475	0.6313667366
946	0.7707965794	0.6313229396
947	0.7707245467	0.6311005734
948	0.7709937608	0.6309678792
949	0.7709296176	0.6309240182
950	0.7710367454	0.6307798691
951	0.7709513865	0.6307021141
952	0.7710048711	0.630667025
953	0.7710287885	0.6305219901
954	0.7710537403	0.6304756257
955	0.7712967271	0.6303945795
956	0.7714923978	0.6302181354
957	0.7714478892	0.6301336867
958	0.771456815	0.6300538186
959	0.7714598096	0.6300347944
960	0.7715452318	0.6299490031
961	0.7718091007	0.6298662254
962	0.7718426777	0.6295225718
963	0.7718324555	0.629385313
964	0.7719414784	0.6293237449
965	0.771840048	0.629178348
966	0.7718820436	0.6291196894
967	0.7718631867	0.6290885374
968	0.7719332809	0.6290205698
969	0.7718031736	0.6289743402
970	0.7719594731	0.6288919659
971	0.7719562957	0.6288070693
972	0.7718038871	0.6287527121
973	0.7718892094	0.6286746371
974	0.7719408242	0.6286382356
975	0.7720140292	0.6285895611
976	0.7719857862	0.6285287978
977	0.7722242459	0.6284657919
978	0.7721716415	0.6284234243
979	0.7719031575	0.6283045848
980	0.7721265331	0.6282270482
981	0.7720908845	0.6281675016
982	0.77208183	0.6281436343
983	0.7724601405	0.6279349364
984	0.7724126103	0.627832307
985	0.7722983915	0.6277939915
986	0.7724929818	0.6276932975
987	0.7723722368	0.6276676034
988	0.7724770119	0.6275607785
989	0.7727018278	0.6273545977
990	0.7725589436	0.6273245373
991	0.7726489538	0.6272247183
992	0.7726809888	0.6270007499
993	0.7727219728	0.6268920805
994	0.7728030223	0.626799126
995	0.7729264461	0.626729841
996	0.7729022086	0.6266030609
997	0.7731105705	0.6264800046
998	0.7732693189	0.6264049062
999	0.773174772	0.6263070432
